,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
128,132,129,129,Aug 24,@,SDP,"W,8-4",9.0,11,4,4,0,1,3,1,0,4.29,38,129,78,0.0,0.0,0,0,36,2,0,0,1,0,0,1,3,Fieldin Culbreth,"J.Tavarez (4-36-W), V.Núñez (0), B.Looper (2)"
129,133,130,130,Aug 25,@,SDP,"W,7-6",9.0,15,6,6,0,2,7,1,0,4.31,42,156,103,0.0,0.0,0,0,38,2,0,1,1,1,0,2,5,Bill Hohn,"B.Penny (4-19), G.Lloyd (2), T.Borland (99-W), A.Almanza (1-H), B.Looper (0-Sv)"
130,134,131,131,Aug 27,,NYM,"L,5-10",9.0,13,10,10,0,7,7,1,2,4.35,48,181,101,4.0,2.0,1,0,38,2,0,1,0,1,0,1,7,Rick Reed,"M.Tejera (5-19-L), B.Neal (3), V.Darensbourg (3), T.Borland (1), G.Lloyd (1), A.Almanza (1), B.Looper (1)"
131,135,132,132,Aug 28,,NYM,"W,7-3",9.0,9,3,3,0,2,5,0,1,4.34,37,144,89,4.0,0.0,0,0,34,2,0,1,0,0,0,1,6,Tim Tschida,"C.Pavano (4-37), G.Lloyd (0), T.Borland (0), A.Almanza (0-W), V.Núñez (3-H), B.Looper (0)"
132,136,133,133,Aug 30,,PIT,"W,4-3",9.0,10,3,3,0,6,7,0,0,4.33,41,154,89,1.0,0.0,2,1,35,1,1,1,0,0,0,1,4,Joe West,"J.Tavarez (5-60-W), A.Almanza (1-H), V.Núñez (1-H), B.Looper (1-Sv)"
133,137,134,134,Aug 31,,PIT,"W,3-2",9.0,9,2,2,0,3,11,0,0,4.31,39,156,100,0.0,0.0,1,0,36,0,2,0,0,0,0,0,3,Chris Guccione,"B.Penny (5-58), V.Núñez (0-W), B.Looper (0-Sv)"
134,139,135,135,Sep 1,,PIT,"W,8-4",9.0,9,4,4,0,2,10,0,0,4.31,38,152,92,0.0,0.0,0,0,34,3,0,0,1,1,0,0,5,Mike Everitt,"M.Tejera (4-33), B.Neal (4-W), T.Borland (3-H), A.Almanza (1), G.Lloyd (3)"
135,140,136,136,Sep 3(1),@,NYM,"W,3-2",12.0,8,2,2,0,2,6,1,0,4.28,44,159,105,1.0,0.0,0,2,41,0,0,0,1,0,2,1,5,John Hirschbeck,"C.Pavano (5-57), B.Neal (1), G.Lloyd (1), V.Núñez (2), B.Looper (2-W)"
136,141,137,137,Sep 3(2),@,NYM,"L,5-11",8.0,14,11,10,1,1,3,3,0,4.33,40,152,98,0.0,0.0,0,0,36,2,0,0,0,3,1,1,5,CB Bucknor,"J.Wayne (99-29-L), O.Mairena (50), A.Almanza (1), G.Knotts (99), B.Neal (-1)"
137,142,138,138,Sep 4,@,NYM,"L,3-11",8.0,13,11,11,0,4,3,4,1,4.38,43,174,104,3.0,1.0,1,0,35,2,0,0,2,1,1,0,4,Wally Bell,"J.Tavarez (4-25-L), A.Almanza (0), T.Borland (2), O.Mairena (0)"
138,143,139,139,Sep 5,@,NYM,"L,1-4",8.0,6,4,4,0,2,9,2,1,4.38,32,141,91,0.0,0.0,0,0,28,2,0,1,1,0,0,1,2,Mark Carlson,"B.Penny (4-57-L), V.Núñez (1)"
139,144,140,140,Sep 6,@,PIT,"L,0-11",8.0,14,11,11,0,4,6,2,0,4.43,42,147,95,1.0,1.0,0,0,37,2,0,0,1,0,0,0,4,Tim Timmons,"M.Tejera (4-31-L), T.Borland (1), B.Neal (2), G.Lloyd (2)"
140,145,141,141,Sep 7,@,PIT,"L,1-4",8.0,8,4,4,0,2,3,2,1,4.43,35,112,74,2.0,0.0,0,0,32,1,0,0,0,0,0,0,4,Mark Hirschbeck,"N.Robertson (99-33-L), G.Knotts (3), A.Almanza (2), B.Looper (3)"
141,146,142,142,Sep 8,@,PIT,"W,11-1",9.0,8,1,1,0,1,7,0,1,4.41,37,140,92,2.0,0.0,0,0,35,1,0,0,0,0,1,0,3,Paul Schrieber,"C.Pavano (4-58-W), V.Núñez (2), T.Borland (1)"
