,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
88,91,89,89,Jul 13,@,NYM,"W,7-6",55,45,7,11,2,0,0,6,9,2,7,0,0,1,1,1,1,0,0.258,0.342,0.423,0.765,12,18,L,S.Estes(32)
89,92,90,90,Jul 14,@,NYM,"L,2-4",38,33,2,7,3,0,2,2,5,0,4,0,0,0,1,2,0,0,0.258,0.341,0.424,0.765,9,13,R,P.Astacio(61)
90,93,91,91,Jul 15,@,MON,"W,11-8",44,38,11,13,3,0,4,11,6,0,4,0,0,0,1,1,0,2,0.259,0.343,0.427,0.77,6,16,R,M.Yoshii(44)
91,94,92,92,Jul 16,@,MON,"W,6-3",40,34,6,8,2,0,1,5,6,2,10,0,0,0,0,0,0,1,0.259,0.343,0.427,0.77,7,12,R,T.Armas(31)
92,95,93,93,Jul 17,,CHC,"W,4-3",41,35,4,8,2,0,1,4,3,1,6,2,1,0,0,1,0,0,0.258,0.342,0.426,0.769,9,15,R,K.Wood(69)
93,96,94,94,Jul 18,,CHC,"L,4-6",42,34,4,9,2,2,0,4,7,1,12,0,1,0,0,1,0,1,0.258,0.343,0.426,0.769,11,15,R,M.Clement(59)
94,97,95,95,Jul 19,,ATL,"L,1-4",37,34,1,7,1,0,0,1,3,0,8,0,0,0,0,0,1,0,0.258,0.342,0.424,0.767,9,12,L,D.Moss(63)
95,98,96,96,Jul 20,,ATL,"L,3-4",38,32,3,5,0,0,1,3,5,0,7,1,0,0,1,0,0,0,0.257,0.342,0.423,0.764,8,15,R,J.Marquis(58)
96,99,97,97,Jul 21,,ATL,"L,1-2",32,29,1,4,1,1,0,1,2,0,7,0,1,0,1,1,1,0,0.256,0.34,0.421,0.762,4,13,R,K.Millwood(74)
97,100,98,98,Jul 22,@,CHC,"L,6-7",41,37,6,11,4,0,1,6,3,0,8,0,0,0,0,0,1,2,0.256,0.341,0.422,0.762,8,18,R,K.Wood(50)
98,101,99,99,Jul 23,@,CHC,"W,7-4",40,33,7,7,0,0,2,7,4,0,7,2,1,0,0,0,0,0,0.256,0.34,0.422,0.762,6,15,R,M.Clement(38)
99,102,100,100,Jul 24,@,CHC,"W,4-2",38,30,4,6,1,0,1,4,7,0,10,0,0,1,0,1,3,0,0.255,0.34,0.421,0.761,7,11,R,M.Prior(64)
100,103,101,101,Jul 25,@,CHC,"W,6-2",41,35,6,9,0,1,0,5,5,1,10,0,1,0,1,1,2,0,0.255,0.341,0.42,0.76,8,15,R,C.Zambrano(62)
101,104,102,102,Jul 26,@,ATL,"W,3-2",36,35,3,9,2,0,1,3,1,0,4,0,0,0,1,2,0,0,0.255,0.34,0.42,0.76,6,15,R,K.Millwood(52)
102,105,103,103,Jul 27,@,ATL,"L,3-5",40,36,3,9,1,1,0,3,4,0,8,0,0,0,1,1,1,0,0.255,0.34,0.419,0.758,10,16,R,G.Maddux(57)
103,106,104,104,Jul 28,@,ATL,"W,7-1",41,37,7,12,4,0,2,6,4,0,8,0,0,0,1,1,2,0,0.256,0.34,0.42,0.761,7,13,L,T.Glavine(39)
104,107,105,105,Jul 30,,SFG,"L,3-10",35,34,3,10,2,0,1,3,1,0,8,0,0,0,0,2,0,0,0.256,0.34,0.421,0.761,5,15,L,K.Rueter(54)
105,108,106,106,Jul 31,,SFG,"W,8-6",36,29,8,8,2,0,3,7,4,0,5,1,1,1,0,0,1,0,0.257,0.34,0.423,0.763,4,16,R,R.Jensen(32)
106,110,107,107,Aug 1,,SFG,"W,2-1",31,29,2,6,1,0,0,2,1,0,6,0,1,0,0,2,0,0,0.256,0.34,0.421,0.761,5,13,R,R.Ortiz(67)
107,111,108,108,Aug 2,,LAD,"W,3-1",33,28,3,6,3,0,0,1,4,0,6,0,1,0,1,1,0,0,0.256,0.339,0.42,0.76,6,14,R,A.Ashby(71)
108,112,109,109,Aug 3,,LAD,"L,6-8",50,45,6,9,3,0,3,6,5,0,13,0,0,0,0,0,0,1,0.255,0.339,0.421,0.76,8,18,L,K.Ishii(39)
109,113,110,110,Aug 4,,LAD,"L,3-4",39,33,3,9,1,1,0,2,4,0,8,1,1,0,0,2,1,0,0.255,0.339,0.42,0.759,9,13,L,O.Daal(56)
110,114,111,111,Aug 5,,LAD,"W,7-5",36,29,7,7,2,0,2,7,4,0,11,2,1,0,0,0,0,1,0.255,0.339,0.421,0.76,5,15,R,H.Nomo(59)
111,115,112,112,Aug 6,@,SDP,"W,5-4",67,59,5,14,2,0,3,5,7,0,15,1,0,0,0,2,1,0,0.255,0.339,0.421,0.76,14,19,L,O.Perez(62)
112,116,113,113,Aug 7,@,SDP,"L,2-5",36,35,2,7,0,0,0,2,1,0,8,0,0,0,1,0,0,0,0.254,0.338,0.419,0.757,7,13,R,J.Peavy(56)
