,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
12,12,13,13,Apr 16,@,CIN,"L,3-10",40,34,3,10,2,0,2,3,5,1,6,0,0,1,0,2,1,0,0.206,0.284,0.383,0.666,10,17,R,J.Hoffman(55)
13,13,14,14,Apr 17,@,CIN,"L,2-3",41,36,2,8,1,1,1,2,4,2,14,1,0,0,0,0,3,0,0.207,0.286,0.383,0.669,10,17,R,S.Gray(47)
14,14,15,15,Apr 18,@,CIN,"W,6-3",36,34,6,8,1,0,3,6,2,0,8,0,0,0,0,1,0,0,0.209,0.286,0.393,0.679,3,13,L,W.Miley(45)
15,15,16,16,Apr 20,,CHW,"L,5-8",45,34,5,7,1,0,1,5,9,0,10,0,0,0,1,0,1,0,0.209,0.292,0.389,0.681,13,10,L,C.Rodon(58)
16,16,17,17,Apr 22,,NYY,"L,3-6",38,36,3,8,1,1,0,3,2,0,11,0,0,0,0,0,1,0,0.21,0.29,0.383,0.674,8,10,R,D.German(53)
17,17,18,18,Apr 23,,NYY,"L,3-5",35,31,3,5,2,0,0,3,4,0,7,0,0,0,0,1,0,0,0.207,0.289,0.375,0.664,5,9,L,J.Montgomery(46)
18,18,19,19,Apr 24,,NYY,"L,1-2",31,30,1,3,1,1,0,1,1,0,11,0,0,0,0,0,1,0,0.202,0.281,0.366,0.648,3,11,R,G.Cole(78)
19,19,20,20,Apr 25,,NYY,"W,7-3",34,32,7,9,1,1,1,7,1,0,10,0,0,1,0,0,1,0,0.206,0.282,0.372,0.653,3,10,R,J.Taillon(42)
20,20,21,21,Apr 26,,MIN,"W,5-3",38,36,5,9,3,0,2,5,2,0,5,0,0,0,0,0,1,0,0.208,0.282,0.378,0.661,7,9,R,J.Berrios(53)
21,21,22,22,Apr 27,,MIN,"W,7-4",39,32,7,8,3,0,3,6,5,0,8,2,0,0,1,1,0,0,0.21,0.287,0.389,0.677,8,9,R,K.Maeda(40)
22,22,23,23,Apr 28,,MIN,"L,2-10",33,32,2,5,1,0,1,2,1,0,6,0,0,0,0,0,0,0,0.208,0.283,0.385,0.668,4,10,L,J.Happ(63)
23,23,24,24,Apr 30,@,CHW,"W,5-3",35,31,5,5,0,0,1,5,4,0,6,0,0,0,0,1,0,0,0.206,0.282,0.38,0.662,3,10,L,D.Keuchel(48)
24,25,25,25,May 1,@,CHW,"L,3-7",33,31,3,5,1,0,1,3,2,0,7,0,0,0,0,0,0,0,0.204,0.28,0.376,0.656,3,9,R,L.Lynn(47)
25,26,26,26,May 2,@,CHW,"W,5-0",40,36,5,9,1,1,2,4,3,0,12,1,0,0,1,1,1,0,0.206,0.281,0.382,0.663,8,9,R,L.Giolito(57)
26,27,27,27,May 3,@,KCR,"W,8-6",44,35,8,10,4,0,2,8,8,1,9,0,1,0,0,1,0,0,0.209,0.287,0.389,0.677,9,11,L,D.Lynch(43)
27,28,28,28,May 4,@,KCR,"W,7-3",40,34,7,7,2,0,1,6,6,0,9,0,0,0,1,1,0,0,0.209,0.289,0.388,0.677,6,11,L,M.Minor(50)
28,29,29,29,May 5,@,KCR,"W,5-4",36,33,5,6,1,0,2,5,2,0,8,1,0,0,1,1,1,0,0.208,0.288,0.388,0.676,4,9,R,B.Singer(50)
29,30,30,30,May 6,@,KCR,"W,4-0",37,36,4,11,3,1,1,4,1,0,8,0,0,0,0,1,0,0,0.212,0.289,0.393,0.682,6,10,L,D.Duffy(46)
30,31,31,31,May 7,,CIN,"L,0-3",29,28,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0.206,0.282,0.382,0.664,2,10,L,W.Miley(94)
31,32,32,32,May 8,,CIN,"W,9-2",42,35,9,11,2,1,0,9,5,0,7,0,1,1,1,0,0,0,0.21,0.286,0.384,0.67,9,11,R,L.Castillo(32)
32,33,33,33,May 11,,CHC,"W,3-2",29,28,3,5,0,0,2,3,0,0,9,1,0,0,0,1,1,0,0.209,0.284,0.384,0.668,2,10,R,A.Alzolay(56)
33,34,34,34,May 12,,CHC,"W,2-1",38,32,2,7,3,0,0,2,5,2,9,0,1,0,0,2,0,1,0.209,0.285,0.382,0.667,8,11,R,Z.Davies(54)
34,35,35,35,May 13,@,SEA,"W,4-2",33,33,4,6,0,0,2,4,0,0,11,0,0,0,0,0,1,0,0.208,0.283,0.381,0.664,2,9,R,L.Gilbert(41)
35,36,36,36,May 14,@,SEA,"L,3-7",37,35,3,9,2,0,1,3,1,0,2,1,0,0,1,2,0,0,0.21,0.283,0.382,0.665,7,11,R,C.Flexen(54)
